Card Name,Mana Cost,Rarity,J2SJosh Rating,Cast Bucket,Required Colors,Hybrid Colors,Archetype,Archetype Code,Archetype Size,Role In Archetype,Rating Note,Scryfall URL,Image URL
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Blue/Red,UR,2,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Blue/Green,UG,2,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Black/Red,BR,2,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Black/Green,BG,2,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Red/Green,RG,2,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Blue/Black,WUB,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Blue/Red,WUR,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Blue/Green,WUG,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Black/Red,WBR,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Black/Green,WBG,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Red/Green,WRG,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Blue/Black/Red,UBR,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Blue/Black/Green,UBG,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Blue/Red/Green,URG,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Black/Red/Green,BRG,3,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Blue/Black/Red,WUBR,4,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Blue/Black/Green,WUBG,4,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Blue/Red/Green,WURG,4,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Black/Red/Green,WBRG,4,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,Blue/Black/Red/Green,UBRG,4,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
"Emrakul, the Exigent Doom",{10},Mythic,1.5,Colorless,,,White/Blue/Black/Red/Green,WUBRG,5,Colorless,,https://scryfall.com/card/fra/1/emrakul-the-exigent-doom,https://cards.scryfall.io/normal/front/c/3/c3ff8dd3-88a8-49dc-a59b-e2748680623c.jpg?1789060137
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White,W,1,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Blue,WU,2,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Black,WB,2,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Green,WG,2,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Blue/Black,WUB,3,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Blue/Green,WUG,3,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Black/Green,WBG,3,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Blue/Black/Green,WUBG,4,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Academic Ascent,{1}{W},Common,1.5,Mono White,W,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/2/academic-ascent,https://cards.scryfall.io/normal/front/7/3/730d8c28-1e58-4b8e-89e9-445d154d2e83.jpg?1788878081
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White,W,1,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Blue,WU,2,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Black,WB,2,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Green,WG,2,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Blue/Black,WUB,3,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Blue/Green,WUG,3,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Black/Green,WBG,3,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Blue/Black/Green,WUBG,4,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Blossom-Blessed Angel // Seed Suture,{3}{W},Common,2.0,Mono White,W,WG,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/3/blossom-blessed-angel-seed-suture,https://cards.scryfall.io/normal/front/5/e/5e77fbf0-9d1f-4e7d-a02e-43065d11b0d9.jpg?1789692643
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White,W,1,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Blue,WU,2,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Black,WB,2,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Green,WG,2,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Blue/Black,WUB,3,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Blue/Green,WUG,3,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Black/Green,WBG,3,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Blue/Black/Green,WUBG,4,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Campus Crier,{1}{W},Common,2.0,Mono White,W,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/4/campus-crier,https://cards.scryfall.io/normal/front/6/0/6047b14c-91d5-4f8e-af3f-057a541e2546.jpg?1788878120
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White,W,1,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Blue,WU,2,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Black,WB,2,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Green,WG,2,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Blue/Black,WUB,3,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Blue/Green,WUG,3,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Black/Green,WBG,3,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Blue/Black/Green,WUBG,4,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Enlightened Confidant,{1}{W},Mythic,3.5,Mono White,W,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/5/enlightened-confidant,https://cards.scryfall.io/normal/front/4/8/483fcc58-cc6e-4452-a696-7b38e117c837.jpg?1788329184
Fateshaper Aspirant,{4}{W},Common,1.5,Mono White,W,,White,W,1,Mono,,https://scryfall.com/card/fra/6/fateshaper-aspirant,https://cards.scryfall.io/normal/front/f/0/f0c8400d-824f-4d79-84bc-7615a0deb831.jpg?1789556683
Fateshaper Aspirant,{4}{W},Common,1.5,Mono White,W,,White/Blue,WU,2,Mono,,https://scryfall.com/card/fra/6/fateshaper-aspirant,https://cards.scryfall.io/normal/front/f/0/f0c8400d-824f-4d79-84bc-7615a0deb831.jpg?1789556683
Fateshaper Aspirant,{4}{W},Common,1.5,Mono White,W,,White/Black,WB,2,Mono,,https://scryfall.com/card/fra/6/fateshaper-aspirant,https://cards.scryfall.io/normal/front/f/0/f0c8400d-824f-4d79-84bc-7615a0deb831.jpg?1789556683
Fateshaper Aspirant,{4}{W},Common,1.5,Mono White,W,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/6/fateshaper-aspirant,https://cards.scryfall.io/normal/front/f/0/f0c8400d-824f-4d79-84bc-7615a0deb831.jpg?1789556683
Fateshaper Aspirant,{4}{W},Common,1.5,Mono White,W,,White/Green,WG,2,Mono,,https://scryfall.com/card/fra/6/fateshaper-aspirant,https://cards.scryfall.io/normal/front/f/0/f0c8400d-824f-4d79-84bc-7615a0deb831.jpg?1789556683
